"code","label"
"41AA171","barn - AA - civic architecture: inside"
"41AA18","hut, cabin, lodge - AA - civic architecture: inside"
"41AA181","log-cabin - AA - civic architecture: inside"
"41AA182","Indian lodge - AA - civic architecture: inside"
"41AA1821","wigwam - AA - civic architecture: inside"
"41AA19","other dwelling types - AA - civic architecture: inside"
"41AA191","tent - AA - civic architecture: inside"
"41AA1911","tent-camp - AA - civic architecture: inside"
"41AA1912","tepee, tipi, teepee - AA - civic architecture: inside"
"41AA192","caravan (trailer) - AA - civic architecture: inside"
"41AA1921","caravan-camp - AA - civic architecture: inside"
"41AA1922","trailer - AA - civic architecture: inside"
"41AA193","houseboat - AA - civic architecture: inside"
"41AA194","lake-dwelling, pile-dwelling - AA - civic architecture: inside"
"41AA1941","other dwellings standing off the ground - AA - civic architecture: inside"
"41AA195","snow-hut, igloo - AA - civic architecture: inside"
"41AA196","cave-dwelling - AA - civic architecture: inside"
"41AA32","door - AA - feigned door, sham-door"
"41AA321","opening the door - AA - feigned door, sham-door"
"41AA3211","open door - AA - feigned door, sham-door"
"41AA3212","divided door, upper part opened - AA - feigned door, sham-door"
"41AA3213","revolving door - AA - feigned door, sham-door"
"41AA322","closing, shutting the door - AA - feigned door, sham-door"
"41AA3221","closed door - AA - feigned door, sham-door"
"41AA323","monumental door, porch, 'aediculum' - AA - feigned door, sham-door"
"41AA324","metalwork of a door - AA - feigned door, sham-door"
"41AA3241","door-knocker, doorbell - AA - feigned door, sham-door"
"41AA3242","door-handle, doorknob - AA - feigned door, sham-door"
"41AA325","threshold - AA - feigned door, sham-door"
"41AA3251","stile, post, doorjamb - AA - feigned door, sham-door"
"41AA3252","door furniture, e.g. boot scraper, brush, doormat - AA - feigned door, sham-door"
"41AA326","letter-box ~ door - AA - feigned door, sham-door"
"41AA327","doorkeeper, house-guard (inanimate) - AA - feigned door, sham-door"
"41AA328","lock ~ door - AA - feigned door, sham-door"
"41AA3281","key - AA - feigned door, sham-door"
"41AA32811","master-key, 'passe-partout', skeleton key - AA - feigned door, sham-door"
"41AA3282","latch - AA - feigned door, sham-door"
"41AA3283","bolt - AA - feigned door, sham-door"
"41AA3284","padlock - AA - feigned door, sham-door"
"41AA33","window - AA - feigned window"
"41AA331","opening the window - AA - feigned window"
"41AA3311","open window - AA - feigned window"
"41AA332","closing the window - AA - feigned window"
"41AA3321","closed window - AA - feigned window"
"41AA333","window shutters - AA - feigned window"
"41AA3331","window shutters on the outside - AA - feigned window"
"41AA3332","window shutters on the inside - AA - feigned window"
"41AA335","window-seat - AA - feigned window"
"41AA336","human figure at (open) window - AA - feigned window"
"41AA3361","human figure at (open) window, seen from outside - AA - feigned window"
"41AA3362","human figure at (open) window, seen from inside - AA - feigned window"
"41AA337","view through a window - AA - feigned window"
"41AA3371","view through a window from the outside - AA - feigned window"
"41AA3372","view through a window from the inside - AA - feigned window"
"41B","heating and lighting"
"41B1","open fire (in general)"
"41B11","kindling a fire"
"41B111","flint and steel"
"41B112","tinder-box"
"41B113","sulphur match"
"41B114","match"
"41B1141","match-box"
"41B115","fuse"
"41B12","burning as process"
"41B12(...)","burning as process (with NAME of fuel)"
"41B12(COAL)","burning as process: coal"
"41B12(FAGGOT)","burning as process: faggot"
"41B12(LOG)","burning as process: log"
"41B12(OIL)","burning as process: oil"
"41B12(STRAW)","burning as process: straw"
"41B121","flame"
"41B122","spark ~ fire"
"41B123","gases liberated by combustion"
"41B13","stirring up a fire"
"41B131","blowing (stirring up a fire)"
"41B1311","bellows"
"41B132","fanning (stirring up a fire)"
"41B1321","fan"
"41B133","poking (stirring up a fire)"
"41B1331","poker (~ open fire)"
"41B14","extinguishing a fire"
"41B15","deposits of combustion"
"41B151","soot"
"41B152","ash"
"41B153","cinders, slag"
"41B16","camp-fire; watch-fire"
"41B161","bonfire"
"41B162","smoke"
"41B2","hearth and stove"
"41B21","open hearth, fire-place"
"41B211","warming oneself at a fire (or hearth, stove, fire-pan, brazier)"
"41B212","implements ~ fire-place"
"41B2121","fire-tongs"
"41B2122","extinguisher for coal"
"41B213","accessories ~ fire-place"
"41B2131","fire-screen"
"41B2132","fender"
"41B2133","hearth-plate"
"41B2134","dummy board figures"
"41B2135","pot suspended by chain"
"41B2136","andiron, fire-dog"
"41B214","chimney"
"41B2141","chimney-piece, mantelpiece"
"41B2142","chimney ornaments"
"41B22","heating stove"
"41B221","grate (of heating stove)"
"41B222","stove-pipe"
"41B223","coal-bucket"
"41B224","coal-shovel"
"41B23","foot-stove"
"41B231","warming-pan (for bed)"
"41B232","hot-water bottle"
"41B24","central heating"
"41B241","radiator (central heating)"
"41B29","cooling, air conditioning"
"41B3","lighting; lamps"
"41B31","candle"
"41B311","chandelier, candelabrum"
"41B312","sconce, wall lamp"
"41B313","candlestick"
"41B314","snuffers"
"41B32","torch"
"41B33","lantern"
"41B34","oil-lamp"
"41B35","paraffin lamp"
"41B36","gas-lamp"
"41B37","electric lamp"
"41B371","light bulb (electric)"
"41B4","on fire, ablaze"
"41B5","fire-fighting"
"41B51","fire-department, fire-brigade"
"41B511","firemen"
"41B52","fire-extinguishing equipment"
"41B521","pails (fire-extinguishing equipment)"
"41B522","pump (fire-extinguishing equipment)"
"41B523","fire-hose"
"41B524","chemical fire-extinguishing apparatus"
"41B525","fire-engine"
"41B53","rescue from fire"
"41B531","rescue from fire with jumping-sheet"
"41BB32","torch - BB - torch held upside down"
"41C","nutrition, nourishment"
"41C1","eating and drinking"
"41C10","gastronomy, the art of eating and drinking"
"41C11","eating"
"41C111","giving food"
"41C119","hunger"
"41C1190","personification of hunger, 'Fames'; 'Fame' (Ripa)"
"41C1191","starvation, famine"
"41C1192","hunger-strike"
"41C12","drinking"
"41C121","giving drink"
"41C122","pouring"
"41C129","thirst"
"41C13","blowing, to cool food before eating"
"41C14","stirring, to cool food before eating"
"41C18","saturation, satiation ~ eating and drinking"
"41C19","insatiable hunger or thirst"
"41C2","kitchen and cellar"
"41C21","kitchen"
"41C211","kitchen-interior"
"41C2111","kitchen-interior with foodstuffs in foreground (Dutch: 'keukenstuk')"
"41C212","sink (kitchen)"
"41C22","kitchen-personnel"
"41C221","cook"
"41C222","kitchen-maid, kitchen servant"
"41C23","poor and rich kitchen"
"41C231","rich kitchen"
"41C232","poor kitchen"
"41C24","conserving food"
"41C241","cellar"
"41C2411","wine-cellar"
"41C24111","wine-steward"
"41C242","ice-cellar"
"41C2421","ice-box, refrigerator"
"41C25","cooking food"
"41C251","roasting, grilling"
"41C2511","spit ~ cooking"
"41C2512","grill, gridiron ~ cooking food"
"41C252","frying"
"41C253","boiling"
"41C254","kitchen-fire"
"41C2541","open fire, fire-place, stove (in kitchen)"
"41C2542","cooker"
"41C2543","oven ~ kitchen"
"41C26","preparation of food"
"41C261","cleaning (food)"
"41C2611","cleaning vegetables"
"41C2612","cleaning fruit, e.g. peeling"
"41C26121","(half-)peeled fruit, e.g. lemon"
"41C2613","cleaning fowl or small animals"
"41C26131","plucked fowl"
"41C262","dividing (food)"
"41C2621","cutting meat"
"41C2622","slicing bread"
"41C263","mixing, combining (preparing food)"
"41C2631","preparing dough or batter"
"41C264","smoothing, beating (preparing food)"
"41C265","ornamenting, decorating, dressing (preparing food)"
"41C269","washing up"
"41C27","kitchen-utensils"
"41C27(CAULDRON)","kitchen-utensils: cauldron"
"41C27(COLANDER)","kitchen-utensils: colander"
"41C27(FRYING PAN)","kitchen-utensils: frying pan"
"41C27(FUNNEL)","kitchen-utensils: funnel"
"41C27(GRATER)","kitchen utensils: grater"
"41C27(LADLE)","kitchen-utensils: ladle"
"41C27(PAN)","kitchen-utensils: pan"
"41C27(POT)","kitchen-utensils: pot"
"41C27(ROLLING-PIN)","kitchen-utensils: rolling-pin"
"41C27(SIEVE)","kitchen-utensils: sieve"
"41C27(SKIMMER)","kitchen-utensils: skimmer"
"41C3","laid table: table-ware, table-decoration, etc."
"41C31","table-ware"
"41C311","table-knife"
"41C312","fork"
"41C313","spoon"
"41C314","salt-cellar, salt-shaker"
"41C315","spice-box"
"41C316","egg-cup"
"41C317","wine-cooler"
"41C32","drinking-vessels"
"41C321","cup"
"41C3211","drinking-horn"
"41C3212","nautilus cup"
"41C322","mug, beaker, goblet"
"41C3221","goblet foot"
"41C323","glass, rummer"
"41C324","tankard"
"41C325","table fountain"
"41C326","jar, jug (used as drinking-vessel)"
"41C327","drinking-vessel in unusual shape"
"41C3271","animal-shaped drinking-vessel"
"41C3272","anthropomorphic drinking-vessel"
"41C32721","human skull as drinking-vessel"
"41C3273","drinking-vessel in the shape of an object"
"41C33","tea- and coffee-service"
"41C331","cup and saucer"
"41C332","coffee-pot"
"41C333","tea-pot; samovar"
"41C334","sugar-basin"
"41C34","dinner-service"
"41C341","dish, plate, saucer"
"41C342","serving-dish, platter"
"41C343","salver"
"41C344","gravy-boat"
"41C345","bowl"
"41C35","table-decoration"
"41C351","centre-piece, epergne, 'surtout', 'milieu-de-table'"
"41C352","'trionfi di tavola', 'pièces montées'"
"41C353","aquamanile, vessel holding water for washing the hands before a meal"
"41C36","(dinner-)service displayed on sideboard"
"41C37","table-cloth"
"41C371","napkin"
"41C3711","napkin-ring"
"41C38","laid table as still life"
"41C381","breakfast piece (Dutch: 'ontbijtje')"
"41C382","banquet piece"
"41C4","(family) meal"
"41C41","breakfast"
"41C411","morning coffee"
"41C42","midday meal, lunch"
"41C421","high tea"
"41C4211","tea-ceremony"
"41C422","afternoon tea"
"41C43","evening meal, dinner, supper"
"41C44","(late) supper"
"41C5","celebration meal, feast, banquet"
"41C50","'Convito' (Ripa)"
"41C51","banquet of elegant company"
"41C52","carousal, drinking-bout, orgy"
"41C520","'Crapula' (Ripa)"
"41C6","foodstuffs; still life of foodstuffs"
"41C61","flour"
"41C611","kinds of flour or grain"
"41C612","flour- and grain-products"
"41C6121","cereal"
"41C6122","noodles, spaghetti, etc."
"41C62","bread, cake, pastry, etc."
"41C621","bread, loaf"
"41C6211","shaped bread"
"41C62111","flat, round bread or pastry, e.g. pizza"
"41C6212","filled breads, rolls, e.g. sandwich, hamburger"
"41C622","cake, tart, pastry"
"41C6221","fancy-cakes, fancy-pastries"
"41C6222","biscuits"
"41C623","pancakes"
"41C624","waffles"
"41C6241","rolled wafer"
"41C625","pie"
"41C626","baker's moulds"
"41C6261","moulds for cakes, tarts, pastries"
"41C6262","moulds for biscuits"
"41C62621","so-called 'speculaasplanken' (biscuit moulds)"
"41C6263","waffle-iron"
"41C6264","bread-tin, baking-tin"
"41C63","sugar"
"41C631","loaf-sugar"
"41C632","sugar-lumps"
"41C633","syrup"
"41C634","sugar-candy"
"41C635","sweets, dainties"
"41C6351","ice-cream"
"41C6352","chocolate (solid)"
"41C636","honey"
"41C637","sugar-coated"
"41C6371","icing, frosting"
"41C64","dairy products and eggs"
"41C641","dairy products"
"41C6411","butter"
"41C6412","cheese"
"41C6413","milk"
"41C64131","buttermilk"
"41C64132","yoghurt"
"41C64133","cream"
"41C642","eggs, egg-dishes"
"41C65","vegetables and fruit; still life of vegetables and fruit"
"41C651","potatoes"
"41C6511","processed potatoes, e.g. crisps, chips (French fries)"
"41C652","vegetables"
"41C652(...)","vegetables (with NAME)"
"41C6521","processed vegetables"
"41C6521(...)","processed vegetables (with NAME)"
"41C653","fruit"
"41C653(...)","fruit (with NAME)"
"41C6531","processed fruit, e.g. jam, marmalade, etc."
"41C66","seasonings, spices"
"41C66(...)","seasonings, spices (with NAME)"
"41C66(SAFFRON)","seasonings, spices: saffron"
"41C661","salt"
"41C662","pepper"
"41C663","mustard"
"41C67","oil, vinegar, sauces"
"41C671","oils and vegetable fats"
"41C6711","margarine"
"41C672","vinegar"
"41C673","sauces"
"41C68","fish; still life of fishes"
"41C68(...)","fish (with NAME)"
"41C68(SMOKED HERRING)","fish: smoked herring"
"41C681","seafood"
"41C681(...)","seafood (with NAME)"
"41C69","meat; still life of meat"
"41C691","slaughtered ox or pig"
"41C692","kinds of meat"
"41C692(...)","kinds of meat (with NAME)"
"41C693","sausage"
"41C694","ham"
"41C695","fat, lard"
"41C696","broth, soup"
"41C7","drinks, stimulants, drugs"
"41C71","alcoholic drinks"
"41C711","wine ~ alcoholic drinks"
"41C7111","glass of wine"
"41C7112","bottle of wine"
"41C7113","kinds of wine"
"41C7113(...)","kinds of wine (with NAME)"
"41C712","liqueur"
"41C713","distilled spirits"
"41C7131","genever, gin"
"41C7132","whisky"
"41C7133","vodka"
"41C714","beer, ale"
"41C7141","glass of beer"
"41C715","other alcoholic drinks"
"41C715(...)","other alcoholic drinks (with NAME)"
"41C7151","cocktail"
"41C72","stimulating drinks"
"41C721","coffee"
"41C7211","cup of coffee"
"41C722","tea (leaves)"
"41C7221","cup of tea"
"41C723","chocolate, cocoa"
"41C73","other non-alcoholic drinks"
"41C731","sweet fruit-syrups"
"41C732","fruit-juice"
"41C74","tobacco"
"41C741","pipe ~ tobacco"
"41C7411","water-pipe, hookah, narghile"
"41C7412","tobacco-roll, coiled twist of tobacco"
"41C7413","tobacco-jar"
"41C7414","pipe-holder, pipe-stand"
"41C7415","ashtray"
"41C742","cigar"
"41C7421","cigar-box"
"41C7422","cigar-case"
